Neighborhood_Review,Furnishing,Crime_Rate,Power_Backup,Frequency_of_Powercuts,Property_Area,Habitability_score
3.83,2,0,0,1.0,1928,76.52
2.92,1,2,0,1.0,2267,78.15
3.51,1,0,0,1.0,1258,72.96
3.61,1,0,1,1.0,2271,81.3
3.0,0,3,0,0.0,1815,48.59
3.51,1,1,0,1.0,2051,76.96
4.64,1,0,0,0.0,2185,69.77
4.74,1,0,0,0.0,2175,72.96
4.43,0,0,0,0.0,2295,71.0
3.82,1,1,0,0.0,2266,87.03
4.75,1,0,0,0.0,1971,78.0
3.46,2,0,1,2.0,1554,89.82
3.84,1,0,1,0.0,1348,75.88
4.73,1,0,0,0.0,1547,74.68
2.57,0,1,0,1.0,2173,38.07
4.15,1,1,0,0.0,2139,81.84
3.74,1,0,0,1.0,1174,67.71
3.56,1,2,0,0.0,2033,75.39
3.47,1,1,0,0.0,1723,80.64
4.11,0,0,1,0.0,1984,94.8
4.07,1,1,1,0.0,1836,82.25
4.16,1,1,1,0.0,1637,85.49
2.39,1,1,0,2.0,2053,70.78
3.81,1,0,1,1.0,1838,85.17
1.95,1,2,0,1.0,1824,42.7
4.1,0,0,0,1.0,1761,69.04
3.52,1,1,0,1.0,2127,82.16
3.51,1,1,0,0.0,2247,70.43
4.16,0,1,0,0.0,1659,71.24
3.86,2,0,0,1.0,1506,76.79
3.46,1,0,0,1.0,1489,70.35
4.1,0,0,0,0.0,1608,62.58
2.58,2,0,0,3.0,1549,94.41
4.43,0,0,1,0.0,1134,75.29
3.21,1,2,1,0.0,1879,69.51
4.19,1,0,0,0.0,1471,77.54
4.16,1,0,0,0.0,1662,93.07
4.7,1,0,0,0.0,1495,74.08
3.52,0,1,0,0.0,2021,63.74
3.4,0,0,1,1.0,1415,71.86
4.38,1,0,0,0.0,1779,74.18
4.02,1,1,0,0.0,2279,86.62
3.15,2,2,1,0.0,1226,83.89
3.54,1,0,1,1.0,2244,77.46
4.17,1,1,0,0.0,1464,86.14
2.89,2,0,0,2.0,1339,96.18
3.54,0,0,0,1.0,1669,67.59
4.7,0,0,0,0.0,1208,73.79
4.08,1,1,1,0.0,1406,80.37
4.75,2,0,0,0.0,1386,90.68
3.85,1,1,1,0.0,1678,80.84
4.14,0,0,0,0.0,1251,66.89
3.51,2,2,0,0.0,2268,74.97
4.1,1,0,0,1.0,2212,88.23
3.24,0,1,1,1.0,1901,83.12
4.77,1,0,0,0.0,1935,72.91
2.94,2,1,0,1.0,1811,85.76
4.71,1,0,1,0.0,2120,87.59
4.46,0,0,0,0.0,1874,72.52
3.25,0,2,1,0.0,1832,77.84
2.22,0,3,0,0.0,2182,27.58
4.07,2,0,1,0.0,1879,97.07
3.55,1,1,0,0.0,1509,69.84
4.09,2,0,0,0.0,1277,80.98
3.24,1,2,1,0.0,1623,72.22
3.37,1,2,0,0.0,1194,65.31
4.79,1,0,0,0.0,1564,75.33
4.18,1,0,0,0.0,2198,79.69
3.85,1,0,0,1.0,1792,87.43
3.7,1,0,1,1.0,1610,74.3
3.54,1,1,0,1.0,1333,73.43
4.72,1,0,0,0.0,1303,72.5
4.73,1,0,1,0.0,2269,90.18
3.45,2,1,0,0.0,1390,73.43
3.87,1,1,0,0.0,1581,73.33
4.81,0,0,1,0.0,1228,75.1
3.83,1,1,0,0.0,1309,84.68
4.39,2,0,1,0.0,1917,88.24
4.79,1,0,0,0.0,2158,76.11
1.56,0,3,1,1.0,1830,31.16
3.41,1,0,0,2.0,2246,77.88
2.91,0,2,1,1.0,2002,68.45
4.16,1,1,0,0.0,2120,93.4
2.86,1,0,1,2.0,1935,70.44
4.47,0,0,0,0.0,1586,78.77
2.92,2,1,1,1.0,2248,82.39
4.16,1,0,0,0.0,2090,76.42
4.46,1,0,0,0.0,1975,68.94
4.17,2,1,0,0.0,1962,79.33
3.76,1,0,0,1.0,1710,75.7
1.99,2,2,0,2.0,2219,73.47
4.44,0,0,0,0.0,1875,68.83
4.73,1,0,0,0.0,2079,78.17
4.11,2,0,0,0.0,1276,78.43
3.52,1,1,0,1.0,1253,76.25
3.85,1,1,0,0.0,1108,69.93
4.72,1,0,0,0.0,1925,71.67
3.53,2,0,1,1.0,1680,87.73
4.15,0,1,0,0.0,1753,64.74
1.98,1,2,0,2.0,1881,60.2
2.22,1,0,1,3.0,1133,91.41
4.87,1,0,0,0.0,1596,81.36
4.14,1,0,1,1.0,1460,80.83
4.74,1,0,0,0.0,2217,73.28
3.46,1,2,0,0.0,1540,75.2
1.53,1,3,1,1.0,1352,67.14
4.43,0,0,0,0.0,1359,68.88
3.23,0,1,0,1.0,1113,66.07
2.22,0,3,0,1.0,1459,28.79
3.92,1,1,0,0.0,1586,77.46
2.92,0,2,0,0.0,1859,40.75
2.2,0,0,1,3.0,1481,71.01
4.11,1,0,0,0.0,1396,79.3
4.19,2,0,1,0.0,2012,88.05
2.59,1,1,0,2.0,2264,76.4
4.15,0,1,0,0.0,1134,72.72
2.29,2,2,0,2.0,2286,81.7
4.18,1,0,0,1.0,1784,69.2
3.23,0,2,0,0.0,1144,48.39
2.83,2,2,0,1.0,1358,82.3
2.89,1,2,0,0.0,1713,64.23
3.2,1,1,0,0.0,1835,80.1
4.17,1,1,0,0.0,1568,81.26
3.82,0,0,0,0.0,1818,62.99
3.8,0,0,0,0.0,2064,71.03
2.56,0,3,0,0.0,1982,42.0
4.13,2,0,0,1.0,1725,85.65
3.15,2,1,0,1.0,1922,69.75
4.41,2,0,0,0.0,1960,86.17
4.81,1,0,0,0.0,1414,76.03
4.75,0,0,0,0.0,1682,79.18
4.74,0,0,0,0.0,2029,78.3
2.91,1,3,0,0.0,2180,70.01
3.6,1,1,0,0.0,1836,73.63
4.81,0,0,0,0.0,2112,87.03
3.83,1,1,0,0.0,1776,79.71
3.83,2,0,0,1.0,1816,78.81
4.16,2,0,1,1.0,1965,88.08
4.77,0,0,0,0.0,1691,75.38
3.78,1,0,1,1.0,1934,83.74
3.47,2,2,0,0.0,1142,72.91
3.53,2,1,0,1.0,2127,75.75
4.17,1,0,0,1.0,2116,71.77
3.55,1,2,0,0.0,1576,78.69
3.83,1,0,0,0.0,1561,71.62
3.86,2,1,0,0.0,1163,72.79
4.08,1,1,0,0.0,1121,86.07
4.75,1,0,0,0.0,1768,76.79
4.4,0,0,0,0.0,1569,60.8
4.17,1,1,0,0.0,2038,89.45
3.17,1,2,0,0.0,2257,81.32
3.41,1,2,1,0.0,1207,78.57
2.51,0,3,0,0.0,1323,24.34
2.61,1,1,0,2.0,1817,76.27
4.19,1,0,1,1.0,1739,87.92
3.55,1,2,0,0.0,1777,80.56
4.7,1,0,1,0.0,1637,92.6
3.56,1,1,0,1.0,1827,76.82
1.8,1,3,0,0.0,1966,36.33
2.87,1,0,0,3.0,1947,75.02
4.18,1,0,0,0.0,1203,77.4
4.07,1,0,0,0.0,1363,76.2
4.03,1,0,0,0.0,1947,70.56
4.25,1,0,0,0.0,1161,70.33
4.79,1,0,0,0.0,1247,75.29
4.11,0,0,1,0.0,1221,76.8
4.71,1,0,0,0.0,1638,72.69
3.46,1,2,0,0.0,1654,68.61
1.0,1,3,0,3.0,1996,31.16
3.21,1,1,1,1.0,1441,74.82
3.42,2,1,0,1.0,1804,73.66
4.64,1,0,0,0.0,2221,70.62
4.73,1,0,0,0.0,2075,74.98
1.02,1,3,1,3.0,1321,73.65
4.08,2,0,0,1.0,2289,79.83
3.86,1,0,0,0.0,1553,83.68
4.49,1,0,0,0.0,1338,70.49
4.63,0,0,0,0.0,1313,67.73
3.13,0,0,0,1.0,1780,59.34
4.77,2,0,0,0.0,1671,87.36
4.72,1,0,0,0.0,2268,76.81
4.41,2,0,1,0.0,1284,89.37
3.52,2,1,0,1.0,1788,75.67
2.28,1,1,0,2.0,1433,75.97
4.7,1,0,1,0.0,2002,93.35
3.55,1,0,0,2.0,1315,81.75
3.55,1,1,0,1.0,1238,67.83
4.7,1,0,0,0.0,1586,72.47
4.14,1,0,0,1.0,1576,94.74
2.29,0,2,0,2.0,1795,41.19
3.33,0,1,0,0.0,1575,58.15
3.54,2,1,1,1.0,1236,87.02
2.62,1,2,0,1.0,1934,61.96
2.22,1,3,1,0.0,1393,72.59
3.82,0,1,0,0.0,1348,63.7
2.92,2,2,0,0.0,1256,73.37
2.85,1,2,1,1.0,1779,82.77
4.42,2,0,0,0.0,1853,86.66
3.23,0,1,1,0.0,1648,85.36
3.79,1,0,1,0.0,1519,81.21
4.7,1,0,0,0.0,1368,76.36
2.28,1,3,0,0.0,1690,48.06
4.6,1,0,0,0.0,1649,84.81
3.46,1,0,0,1.0,2131,76.8
2.53,1,1,1,1.0,1203,68.83
4.73,1,0,0,0.0,1287,76.77
4.16,1,0,0,0.0,2246,93.17
3.47,1,1,1,1.0,1834,80.52
3.54,0,1,0,0.0,1687,73.74
4.16,0,0,1,0.0,1506,81.33
1.95,1,3,0,0.0,1754,39.91
3.55,1,1,1,1.0,1598,81.76
4.78,1,0,1,0.0,2217,87.89
4.47,0,0,0,0.0,2200,77.9
4.16,1,1,0,0.0,1566,89.36
3.8,1,0,0,1.0,1958,86.98
1.64,2,1,0,3.0,2273,78.38
2.87,1,3,0,0.0,2233,65.05
4.47,0,0,0,0.0,1357,81.36
3.53,2,1,0,1.0,1762,73.45
4.15,0,0,0,0.0,1826,76.45
4.17,1,1,1,0.0,1972,84.84
4.74,1,0,0,0.0,1838,77.27
2.92,1,1,0,2.0,1504,76.36
2.9,2,2,0,0.0,1218,73.39
2.6,1,2,0,1.0,1318,74.61
4.79,2,0,0,0.0,1756,90.84
4.16,1,1,0,0.0,1581,88.66
3.52,1,0,0,1.0,1908,71.1
4.81,1,0,0,0.0,2158,74.82
4.17,2,1,0,0.0,1911,81.65
4.48,1,0,0,0.0,1512,72.23
3.84,1,1,1,0.0,1920,81.86
2.83,1,3,0,0.0,1749,74.35
3.55,2,1,0,0.0,1462,72.3
3.87,2,0,0,1.0,2287,79.76
3.83,1,1,0,0.0,1230,83.15
3.47,2,2,1,0.0,1135,85.75
4.64,1,0,0,0.0,1598,96.17
4.4,0,0,0,0.0,1419,66.68
4.75,1,0,0,0.0,1963,75.52
4.73,2,0,0,0.0,1752,84.79
3.79,1,0,1,1.0,1748,84.39
2.83,0,0,0,3.0,1264,55.22
4.08,0,0,1,1.0,2021,74.45
2.91,1,1,0,1.0,1797,79.72
2.91,0,1,0,1.0,1175,34.77
3.83,1,0,0,0.0,1415,79.44
2.89,0,2,0,0.0,1422,33.02
3.39,0,2,0,0.0,2120,48.42
3.51,0,1,0,1.0,1209,75.44
3.5,2,2,1,0.0,1823,91.34
3.77,1,0,0,1.0,1718,81.31
4.7,0,0,1,0.0,2284,79.17
3.55,1,1,0,0.0,2141,72.67
4.72,1,0,0,0.0,2194,75.74
4.74,2,0,0,0.0,1793,84.72
4.17,1,0,0,0.0,1124,75.89
4.11,1,0,1,1.0,1564,84.69
3.56,1,2,1,0.0,1942,79.31
2.93,0,3,0,0.0,1316,36.53
3.49,1,0,0,2.0,1305,79.14
3.5,1,0,1,1.0,1288,77.44
3.88,1,1,1,0.0,1232,77.01
4.74,0,0,0,0.0,1399,82.05
3.55,2,2,1,0.0,1424,87.19
4.19,1,1,1,0.0,1215,85.58
4.48,0,0,0,0.0,1894,74.99
2.29,2,2,0,2.0,1335,77.68
4.47,2,0,0,0.0,1565,82.22
3.85,0,1,1,0.0,1927,76.92
3.49,2,1,1,0.0,2158,91.47
2.21,1,0,0,3.0,1858,69.9
3.82,1,0,0,0.0,1652,75.73
3.52,0,1,0,0.0,2019,56.73
3.83,1,0,0,1.0,2212,86.53
4.08,2,1,0,0.0,1664,79.28
4.16,1,0,1,1.0,1335,88.05
3.2,2,2,0,0.0,1381,85.94
3.79,1,0,1,1.0,1272,81.81
3.72,2,0,0,1.0,1324,70.05
3.53,1,1,0,1.0,2023,73.88
4.16,1,1,1,0.0,1120,84.79
4.74,1,0,0,0.0,2018,74.51
4.17,0,1,1,0.0,2154,73.26
3.54,0,2,0,0.0,1534,64.68
3.5,0,2,0,0.0,2082,62.42
2.8,1,2,0,0.0,1951,68.22
4.71,0,0,0,0.0,1362,70.1
3.24,1,1,1,1.0,1478,74.11
4.16,1,1,0,0.0,1795,82.53
4.46,0,0,0,0.0,1976,67.67
4.15,1,0,0,1.0,1924,69.31
2.88,1,3,0,0.0,1344,62.18
3.52,0,1,0,1.0,1611,65.18
4.76,1,0,0,0.0,2031,78.22
4.11,1,0,0,0.0,1955,87.45
3.53,2,1,0,0.0,1996,74.06
3.75,0,0,0,1.0,2299,70.63
3.24,1,2,1,0.0,1174,68.62
2.5,1,1,1,1.0,1589,76.95
4.08,0,0,0,1.0,2078,76.84
4.12,0,0,0,0.0,1171,71.22
3.55,1,1,0,0.0,1772,80.95
3.83,1,0,0,0.0,1219,77.3
2.89,1,1,0,1.0,1111,71.29
3.88,1,1,0,0.0,1753,83.64
4.48,2,0,1,0.0,2278,91.46
3.51,1,1,1,0.0,1892,73.47
3.84,2,1,1,0.0,1174,89.15
4.78,1,0,0,0.0,1352,77.36
4.78,0,0,0,0.0,2013,84.54
3.87,1,1,1,0.0,1572,76.76
4.81,1,0,0,0.0,1639,72.35
4.11,2,1,0,0.0,2074,81.12
3.49,0,0,1,1.0,1321,70.94
4.44,1,0,1,0.0,1183,88.25
4.8,2,0,0,0.0,1243,89.34
4.77,1,0,0,0.0,1412,74.6
4.38,1,0,1,0.0,1900,89.36
1.33,1,2,0,3.0,2095,34.18
3.76,1,0,0,1.0,1122,86.97
3.85,1,1,0,0.0,2255,76.53
3.53,1,0,0,2.0,1735,84.81
2.92,0,2,0,0.0,1563,44.71
2.89,1,3,0,0.0,1466,71.55
4.8,0,0,0,0.0,2272,86.19
4.73,2,0,1,0.0,1151,92.52
4.75,2,0,0,0.0,1680,91.11
3.85,1,1,0,0.0,1533,74.73
4.7,1,0,0,0.0,1571,71.48
2.88,0,2,1,1.0,2239,81.94
3.5,2,2,0,0.0,2299,69.62
4.1,2,0,0,0.0,1363,81.51
4.64,1,0,0,0.0,1693,90.55
4.45,0,0,0,0.0,2233,73.21
3.55,1,1,0,1.0,1781,79.3
2.24,0,3,0,1.0,1758,34.0
4.73,1,0,0,0.0,2228,77.9
2.9,1,1,1,2.0,1835,71.81
3.97,0,1,0,0.0,2239,65.68
4.15,1,1,0,0.0,1145,80.56
2.61,1,2,0,1.0,2036,70.6
4.79,1,0,0,0.0,1857,76.29
4.42,1,0,0,0.0,1916,73.44
4.46,0,0,1,0.0,1236,74.79
4.15,0,1,0,0.0,1541,62.47
3.83,0,1,1,0.0,1779,81.98
4.18,1,1,0,0.0,2010,84.69
3.52,2,1,0,1.0,1522,71.96
4.72,1,0,0,0.0,2201,79.25
4.04,2,0,0,0.0,1722,72.37
2.62,0,0,0,3.0,1372,39.57
3.53,0,1,1,1.0,2209,79.9
3.55,0,1,1,0.0,1596,78.89
4.16,1,0,1,0.0,2047,85.55
1.99,2,2,1,2.0,1973,77.42
3.77,1,0,0,1.0,1523,76.82
2.28,0,2,1,2.0,2013,65.55
4.47,2,0,0,0.0,1296,82.0
3.81,1,0,0,1.0,1653,82.1
4.11,1,0,0,0.0,1735,76.67
3.48,1,2,0,0.0,1215,70.35
3.52,0,1,0,0.0,1418,72.54
3.82,0,0,0,1.0,1751,70.38
4.35,2,0,0,0.0,1171,74.47
4.71,0,0,0,0.0,1440,74.1
3.21,2,1,0,0.0,1935,81.35
3.84,1,0,0,1.0,1386,87.24
4.09,0,1,1,0.0,1991,81.29
4.17,0,1,0,0.0,1713,77.7
2.61,2,2,0,1.0,2220,70.57
4.65,1,0,0,0.0,2177,80.19
3.54,0,0,0,1.0,2291,74.6
4.15,1,0,1,1.0,2181,84.42
4.16,1,0,0,1.0,1201,80.32
2.28,0,1,0,3.0,1567,31.61
2.28,0,2,1,1.0,2256,73.62
4.15,2,0,0,1.0,1683,83.93
4.16,1,1,0,0.0,2057,84.33
2.51,1,3,1,0.0,1697,84.86
4.14,1,0,0,0.0,2186,79.07
4.07,1,0,0,1.0,1846,69.19
3.14,1,0,1,2.0,1854,74.04
4.17,0,1,0,0.0,2211,67.89
2.89,0,2,0,0.0,1615,41.93
3.2,1,2,1,0.0,1473,72.32
2.74,1,2,0,0.0,1634,65.4
4.45,1,0,0,0.0,1907,72.25
4.44,1,0,1,0.0,2217,89.38
2.58,0,3,1,0.0,2058,66.62
2.52,0,2,0,1.0,1264,35.11
4.12,1,0,0,1.0,1414,69.53
4.62,2,0,0,0.0,1455,82.08
4.81,1,0,0,0.0,1531,77.74
3.16,1,2,0,0.0,1341,66.22
2.83,1,3,0,0.0,1882,65.33
2.84,0,3,0,0.0,1448,37.17
3.84,1,0,0,0.0,2202,89.67
3.83,2,0,0,1.0,1409,75.39
4.1,1,0,0,1.0,1159,77.83
4.25,1,0,1,1.0,2071,89.81
4.68,1,0,0,0.0,1520,90.39
2.82,0,1,0,1.0,1829,38.27
3.37,0,0,0,1.0,1158,37.64
4.76,2,0,0,0.0,1929,87.06
2.3,1,1,0,3.0,1473,75.27
3.5,1,1,1,0.0,1864,72.39
3.21,2,1,0,0.0,1922,75.07
4.78,0,0,0,0.0,1742,83.99
3.85,1,1,1,0.0,2242,83.78
4.7,0,0,0,0.0,1502,73.59
4.15,1,0,1,1.0,1611,86.6
4.46,1,0,0,0.0,1626,71.96
2.88,1,1,0,2.0,1581,79.64
4.75,2,0,0,0.0,1616,89.79
4.19,2,0,0,1.0,1664,80.5
4.16,0,1,0,0.0,2229,81.87
2.9,1,2,0,0.0,2242,61.61
4.74,0,0,0,0.0,1942,76.92
3.77,2,0,0,0.0,1623,72.44
4.78,2,0,0,0.0,2097,82.24
2.87,2,3,0,0.0,1897,75.5
3.55,1,1,0,1.0,1215,77.7
3.56,1,1,0,1.0,1482,69.35
4.16,1,0,0,1.0,1539,69.3
3.23,0,1,0,1.0,1297,56.0
2.83,1,3,0,0.0,1269,58.56
4.75,1,0,0,0.0,2247,78.65
4.48,1,0,0,0.0,1597,70.79
4.16,2,1,0,0.0,2180,79.42
3.79,1,0,1,1.0,1488,83.67
4.88,0,0,0,0.0,2161,89.62
4.16,2,1,0,0.0,1828,76.46
4.13,2,0,0,0.0,2033,76.56
4.81,0,0,0,0.0,1468,84.91
4.12,0,1,0,0.0,1976,74.39
2.26,1,3,0,0.0,1610,33.99
3.21,1,0,0,1.0,2291,76.02
4.07,2,0,1,1.0,2213,86.66
3.56,0,1,1,0.0,1577,78.79
4.1,2,0,0,0.0,1466,80.97
3.45,0,1,0,0.0,2233,68.83
3.77,1,0,1,1.0,1594,79.36
2.94,1,2,0,0.0,2030,65.47
2.21,0,3,1,0.0,2241,54.13
4.76,1,0,0,0.0,1426,72.08
2.16,2,2,0,1.0,2258,80.13
3.86,2,1,0,0.0,1376,73.18
4.74,1,0,0,0.0,1628,76.97
4.48,1,0,1,0.0,1180,87.1
3.8,1,0,1,0.0,2181,77.27
2.29,0,2,0,1.0,1404,38.37
4.18,1,0,1,0.0,1291,82.41
3.22,0,1,1,1.0,1524,78.62
3.47,1,0,1,1.0,1325,77.98
4.15,1,1,1,0.0,2068,84.57
4.12,1,0,0,0.0,1187,84.88
2.24,1,3,0,1.0,1422,72.04
3.52,1,2,0,0.0,1933,79.64
3.2,1,2,1,0.0,2293,73.7
3.1,0,2,0,0.0,1863,37.94
4.12,0,1,0,0.0,1445,66.76
3.78,1,0,0,0.0,1125,85.34
2.52,1,3,0,0.0,1435,66.61
3.42,2,1,1,1.0,1591,87.07
3.52,0,2,0,0.0,1770,73.16
4.75,1,0,1,0.0,1744,87.76
4.71,1,0,0,0.0,1359,76.98
2.23,0,1,0,3.0,2035,32.75
2.2,0,3,0,0.0,1142,37.28
3.51,2,1,0,1.0,1226,73.9
3.19,0,1,0,1.0,1731,71.88
4.16,1,0,0,0.0,1658,78.04
4.77,2,0,0,0.0,2039,89.83
4.13,0,0,0,1.0,1979,65.18
4.12,1,0,0,0.0,1877,93.44
3.52,0,1,0,0.0,1460,54.15
3.53,1,1,0,0.0,1823,69.29
3.87,2,1,0,0.0,1359,73.64
4.14,1,1,0,0.0,1456,76.78
1.99,0,2,1,2.0,1381,61.24
4.18,0,1,1,0.0,2281,67.79
3.23,1,0,0,2.0,2001,73.8
4.77,2,0,1,0.0,1878,94.6
3.87,0,0,0,0.0,1877,64.18
4.16,1,1,1,0.0,2032,84.71
2.22,1,3,0,1.0,1583,63.03
3.37,1,0,1,2.0,1581,73.08
4.11,1,0,0,1.0,2016,89.82
4.18,2,0,0,0.0,1399,78.8
4.48,2,0,0,0.0,1597,82.6
2.82,1,3,0,0.0,1148,62.69
4.13,2,0,0,1.0,1755,82.36
4.05,1,1,1,0.0,2083,76.4
4.1,1,0,0,1.0,1476,88.13
2.61,0,2,0,1.0,1433,36.08
2.85,1,2,0,0.0,1776,70.72
3.13,2,1,0,1.0,1659,69.96
3.84,0,1,0,0.0,2037,72.66
4.16,2,1,1,0.0,1815,86.12
2.26,2,1,0,3.0,1522,72.17
4.17,1,0,0,1.0,1700,71.0
4.15,1,0,0,1.0,1759,79.33
2.23,1,3,0,0.0,1410,42.41
3.86,1,1,1,0.0,1102,77.84
3.2,1,2,0,0.0,1334,71.56
4.17,0,1,1,0.0,1984,94.68
4.13,2,0,0,1.0,1338,83.51
1.29,0,1,0,3.0,1236,26.33
3.48,2,2,0,0.0,2084,69.41
4.13,2,0,0,0.0,1651,82.58
4.13,1,0,0,1.0,1326,83.51
3.87,1,1,0,0.0,2036,84.74
1.64,0,3,0,2.0,1432,30.36
3.77,0,0,0,1.0,2017,69.16
3.55,2,0,0,1.0,1258,73.92
4.17,1,1,1,0.0,2289,80.16
4.16,1,1,0,0.0,1943,90.5
4.78,0,0,1,0.0,1850,78.65
4.07,2,0,0,1.0,1759,79.62
3.77,1,0,0,0.0,1723,76.26
3.52,2,1,0,1.0,2283,75.32
2.82,0,2,0,1.0,1102,43.79
4.1,0,0,0,0.0,1833,78.69
4.19,1,1,1,0.0,1805,79.53
3.55,1,1,0,0.0,2095,68.56
2.93,0,1,0,2.0,1192,38.09
2.62,1,1,0,2.0,1970,76.29
4.75,0,0,0,0.0,1601,72.48
4.13,0,1,1,0.0,2137,69.17
2.93,1,1,0,1.0,1374,63.67
3.96,1,0,0,1.0,1610,73.81
2.92,1,0,0,2.0,1873,66.43
4.73,1,0,1,0.0,2221,91.16
4.14,0,0,0,1.0,2224,71.57
3.17,0,2,0,0.0,1620,49.16
4.13,0,0,0,0.0,2048,63.51
2.3,1,2,0,1.0,2200,59.42
4.48,2,0,0,0.0,1942,85.25
2.62,1,2,0,0.0,2008,62.35
2.2,2,0,0,3.0,1837,66.7
1.34,0,1,0,3.0,2119,27.9
3.52,1,2,1,0.0,1704,72.04
3.23,1,1,0,1.0,1417,71.68
2.29,1,2,1,1.0,1344,76.46
3.85,1,0,0,1.0,1340,85.71
4.09,1,0,0,0.0,1188,86.11
3.49,2,1,1,1.0,2086,88.3
2.51,1,3,0,0.0,1331,70.07
4.67,1,0,0,0.0,1908,73.73
3.53,0,1,0,1.0,1242,74.9
2.79,2,1,0,2.0,1282,84.59
3.13,2,1,0,0.0,1639,89.16
4.15,0,1,0,0.0,1992,67.6
3.54,0,1,0,0.0,2233,57.47
4.13,2,1,1,0.0,1527,98.12
2.89,2,3,0,0.0,1638,84.62
2.58,0,2,0,1.0,1486,29.15
4.1,2,0,0,1.0,2295,84.33
2.27,0,1,0,2.0,2126,31.72
2.62,0,1,0,2.0,1947,35.43
3.84,1,0,0,0.0,2145,81.85
2.28,0,3,1,0.0,2175,63.31
4.09,1,0,0,1.0,1569,84.23
4.18,1,0,0,0.0,1934,80.4
3.54,1,1,1,0.0,1602,73.65
3.51,1,2,0,0.0,1593,80.86
2.26,0,2,1,1.0,1191,67.26
2.85,1,1,1,1.0,1978,90.4
2.51,2,0,0,3.0,1633,83.17
3.97,1,0,0,0.0,1195,90.42
2.83,1,3,1,0.0,1866,80.54
3.83,2,1,1,0.0,1404,87.39
4.79,2,0,1,0.0,1894,95.39
4.72,1,0,1,0.0,1244,85.62
3.73,0,0,0,1.0,1215,69.9
2.85,1,0,0,3.0,1920,66.3
3.55,1,1,0,0.0,2248,81.24
3.25,2,1,0,1.0,1949,68.49
2.92,1,3,0,0.0,1763,76.78
4.1,1,0,0,0.0,1854,90.03
3.86,1,1,0,0.0,1561,71.67
4.14,0,0,0,1.0,1116,79.09
3.55,1,1,0,0.0,2029,69.54
3.77,1,0,0,0.0,1655,76.68
3.48,1,1,0,0.0,1297,83.47
3.82,0,0,0,1.0,1325,67.72
4.12,2,0,0,0.0,1657,80.65
4.18,1,0,0,0.0,2075,92.36
4.75,0,0,0,0.0,2088,76.89
4.73,0,0,0,0.0,2270,89.77
3.67,2,2,1,0.0,1622,96.74
4.14,1,0,0,1.0,1282,94.99
3.55,2,0,0,2.0,2225,76.55
1.65,0,3,0,1.0,1703,23.93
4.15,1,0,0,1.0,1239,77.23
4.16,2,0,1,0.0,1137,91.87
4.15,0,1,0,0.0,1878,63.5
4.71,1,0,0,0.0,1167,72.04
4.18,2,0,0,1.0,1665,79.67
3.54,1,1,0,1.0,1665,80.22
4.08,1,0,0,0.0,2149,84.16
4.42,1,0,1,0.0,1244,87.91
1.54,1,3,1,1.0,2259,65.5
1.02,2,2,0,3.0,2221,60.67
3.5,2,0,0,2.0,1278,74.96
2.92,0,1,0,1.0,1908,46.87
4.02,1,0,0,1.0,1264,74.62
4.77,1,0,0,0.0,1420,77.12
4.13,2,0,0,0.0,2152,80.92
4.7,2,0,0,0.0,2261,85.12
3.56,1,1,0,1.0,2075,78.98
4.14,0,1,0,0.0,1475,80.89
1.6,1,2,0,3.0,2240,62.2
4.39,1,0,0,0.0,2047,71.51
3.84,2,1,0,0.0,1794,76.87
4.48,1,0,1,0.0,2276,90.74
3.56,1,2,1,0.0,1142,72.93
3.22,2,1,0,1.0,1857,70.35
4.69,0,0,0,0.0,1832,71.03
2.92,1,1,0,2.0,1418,70.79
2.24,1,3,0,1.0,1918,57.24
2.29,0,3,0,0.0,2093,26.68
2.84,1,2,0,1.0,1371,72.04
4.71,1,0,1,0.0,1683,88.97
4.16,1,0,0,1.0,1286,77.41
4.8,2,0,1,0.0,1507,92.14
2.51,0,2,0,1.0,1678,27.54
3.85,0,1,0,0.0,1225,62.65
3.74,1,0,0,1.0,1899,83.21
2.61,1,2,1,1.0,1628,81.01
4.46,2,0,1,0.0,1941,87.9
4.18,0,0,0,0.0,1681,73.27
3.52,0,0,0,2.0,1444,60.38
4.78,2,0,0,0.0,1336,86.14
2.92,2,0,0,3.0,1267,73.98
4.15,0,0,0,1.0,1503,69.99
3.85,1,0,1,1.0,2281,79.61
4.16,2,0,0,0.0,1195,79.29
4.16,1,1,0,0.0,1573,79.88
3.24,1,0,0,2.0,2189,87.38
4.12,1,0,0,1.0,1858,67.63
4.72,0,0,1,0.0,1658,79.01
4.45,0,0,1,0.0,1147,70.48
2.45,1,0,0,3.0,1154,71.49
3.76,1,0,1,1.0,1855,77.89
1.95,1,1,0,3.0,1165,55.7
3.23,2,1,1,1.0,1735,90.85
3.2,0,2,0,0.0,2228,43.77
2.91,1,1,0,1.0,2054,71.02
4.77,2,0,0,0.0,1758,85.47
4.78,1,0,1,0.0,1613,93.03
4.15,1,0,1,1.0,1527,82.05
3.47,0,1,0,1.0,1540,74.28
3.54,1,0,0,2.0,2192,79.42
4.25,1,0,0,0.0,1204,74.65
2.92,1,1,0,1.0,1366,72.87
2.61,1,1,0,2.0,1627,65.24
2.21,0,3,1,0.0,2162,69.01
4.19,2,1,1,0.0,1848,85.63
3.17,2,1,0,1.0,1869,71.39
4.51,1,0,1,0.0,2034,86.21
